pH,Mg Bound (Initial),Mg Initial,Ca Bound (Initial),Ca Initial,C(4) Bound (Initial),C(4) Initial,Cl Bound (Initial),Cl Initial,cal_ini_mol,dol_ini_mol,C(4) Final,Ca Final,Mg Final,Cl Final,pH,Calcite,Dolomite
7.638094155,0.003803417,6.70E-08,6.03E-09,7.92E-07,6.93E-05,0.001253998,0.009424811,0.057281049,0.122,1.22E-06,0.001840201,0.003198214,0.00237607,0.009424801,7.404426965,0.117374444,0.001428565
7.874969516,0.003419777,1.23E-07,3.53E-09,4.15E-07,3.72E-05,0.004868324,0.009105869,0.078750258,0.122,1.22E-06,0.002177446,0.003190202,0.002369838,0.009105847,7.337511994,0.11775986,0.001051154
6.5447291,0.00614807,1.39E-07,5.34E-09,8.79E-07,5.64E-06,0.008954111,0.001491345,0.015701594,0.122,1.22E-06,1.22E-05,0.002088793,0.004065835,0.001491345,11.84687964,0.117828977,0.002083456
6.125839962,0.009089328,4.40E-08,2.94E-09,7.18E-07,7.75E-05,0.005415126,0.004118748,0.015918899,0.122,1.22E-06,1.14E-05,0.002941186,0.006082078,0.004118748,11.91601335,0.116051567,0.00300847
7.202850944,0.008839818,6.64E-08,7.47E-09,6.96E-07,5.73E-06,0.005317772,0.009383373,0.081971762,0.122,1.22E-06,1.09E-05,0.003551012,0.005293953,0.009383373,11.65861759,0.11490313,0.003547086
7.525113613,0.005345046,2.73E-08,1.76E-09,2.80E-07,8.09E-05,6.92E-05,0.007801097,0.085173637,0.122,1.22E-06,1.15E-05,0.002587182,0.002688528,0.007801097,11.2155248,0.116756302,0.002657739
6.085257816,0.007656065,8.51E-08,6.07E-09,9.90E-07,2.88E-05,0.004005077,0.005967127,0.03960025,0.122,1.22E-06,1.13E-05,0.00286834,0.004770293,0.005967127,11.74001569,0.116245894,0.002886992
7.174431669,0.00364178,4.80E-08,8.81E-09,4.64E-07,7.33E-05,0.009753613,0.006317967,0.01523638,0.122,1.22E-06,1.30E-05,0.001939056,0.001642392,0.006317966,10.72776332,0.118061565,0.002000608
6.727497464,0.00675864,5.54E-08,8.47E-10,3.08E-07,4.11E-05,0.005040326,0.002022901,0.01420742,0.122,1.22E-06,1.20E-05,0.002264538,0.004464994,0.002022901,11.8619508,0.117441818,0.002294866
6.674472359,0.00575381,1.82E-07,1.97E-09,5.79E-07,2.84E-05,0.001019343,0.005547254,0.047901915,0.122,1.22E-06,1.17E-05,0.002401637,0.003335436,0.005547254,11.56360102,0.117179991,0.002419595
6.120286693,0.003883465,6.38E-08,7.55E-09,8.72E-07,9.80E-05,0.002097399,0.002835987,0.07565806,0.122,1.22E-06,1.28E-05,0.001614969,0.002183311,0.002835987,11.51268798,0.118684885,0.001701374
6.844412945,0.002101935,1.60E-07,3.85E-09,5.92E-07,8.03E-05,0.006417114,0.006512757,0.017668064,0.122,1.22E-06,0.002311868,0.002484844,0.001848654,0.006512747,7.388453918,0.119261878,0.000254499
6.012117998,0.008771592,3.38E-08,7.54E-09,7.12E-07,4.71E-05,0.007092436,0.009248556,0.064065303,0.122,1.22E-06,1.09E-05,0.003511596,0.005223812,0.009248556,11.65577444,0.114940632,0.003549
6.951842962,0.007710928,7.77E-08,4.84E-09,2.39E-07,8.56E-05,0.009206767,0.007676612,0.025686327,0.122,1.22E-06,1.11E-05,0.003082836,0.004553643,0.007676612,11.63972624,0.115759884,0.003158505
7.689621062,0.00341156,9.51E-08,3.13E-09,2.81E-07,5.05E-05,0.009118072,0.006562673,0.092988655,0.122,1.22E-06,1.76E-05,0.001912803,0.001465905,0.006562671,10.03324379,0.118141545,0.001946875
7.920149152,0.005475011,1.89E-07,9.54E-09,7.90E-07,6.77E-05,0.000840124,0.006836707,0.026235951,0.122,1.22E-06,1.16E-05,0.002487998,0.002930888,0.006836707,11.38579609,0.116967888,0.002545343
7.514168309,0.009912255,1.62E-07,4.20E-09,9.10E-07,5.78E-05,0.008219099,0.00367221,0.001625734,0.122,1.22E-06,1.14E-05,0.003056752,0.006809137,0.00367221,11.97448454,0.115840134,0.003104339
7.55580392,0.008816504,3.54E-08,9.46E-10,6.39E-07,5.21E-05,0.005806175,0.004298761,0.081770385,0.122,1.22E-06,1.14E-05,0.002911538,0.005864328,0.004298761,11.89520454,0.116136287,0.002953397
6.785280735,0.009744142,1.56E-07,4.38E-09,5.12E-07,4.89E-05,0.000593166,0.009563196,0.086910907,0.122,1.22E-06,1.08E-05,0.003730372,0.005975664,0.009563196,11.72678286,0.114501154,0.003769699
7.567746174,0.001983756,2.69E-08,7.23E-10,5.12E-07,5.89E-05,0.002065478,0.009844499,0.02680889,0.122,1.22E-06,0.005008993,0.004948881,0.001984943,0.009844333,6.876061999,0.117052257,0
6.863173624,0.007971918,7.98E-08,4.46E-09,6.49E-07,3.99E-05,0.002749909,0.005586494,0.065336325,0.122,1.22E-06,1.13E-05,0.002886221,0.005057129,0.005586494,11.78406709,0.116198995,0.00291601
6.606600646,0.008377343,1.92E-07,8.66E-09,4.94E-07,4.44E-05,0.000966461,0.008703437,0.095090083,0.122,1.22E-06,1.10E-05,0.003361294,0.004982584,0.008703437,11.64926875,0.115243955,0.00339598
7.265225981,0.00642779,1.13E-08,5.33E-10,4.06E-07,2.08E-05,0.008555309,0.002052314,0.011810392,0.122,1.22E-06,1.20E-05,0.002197991,0.004221004,0.002052314,11.83953043,0.117595224,0.002208006
6.835920388,0.004765787,6.31E-08,6.73E-09,9.62E-07,4.80E-05,0.004857483,0.001383743,0.016278693,0.122,1.22E-06,1.27E-05,0.001737081,0.002993358,0.001383743,11.73810487,0.118490496,0.00177365
6.934077256,0.005630917,6.88E-08,9.58E-09,9.05E-07,5.16E-05,0.008368839,0.00667807,0.043237647,0.122,1.22E-06,1.15E-05,0.002507806,0.003083045,0.00667807,11.43691295,0.116944332,0.002549092
6.990983629,0.008762477,1.15E-07,7.68E-09,4.33E-07,5.49E-05,0.000576217,0.009047885,0.045868029,0.122,1.22E-06,1.09E-05,0.003479908,0.00523858,0.009047885,11.66604781,0.114996202,0.003525118
7.364618915,0.003181346,1.13E-07,7.19E-10,2.61E-07,8.32E-05,0.002038196,0.008951521,0.063440077,0.122,1.22E-06,0.002534156,0.003231978,0.002400318,0.008951497,7.27347347,0.117986993,0.000782242
7.749549579,0.008940761,1.97E-07,8.64E-09,3.07E-07,8.10E-05,0.004486693,0.007998138,0.09577272,0.122,1.22E-06,1.10E-05,0.003364813,0.005505967,0.007998138,11.73752741,0.115200402,0.003436014
6.454305574,0.005761732,1.75E-07,6.97E-09,7.43E-07,4.35E-05,0.005070067,0.007252904,0.066070423,0.122,1.22E-06,1.14E-05,0.00261658,0.003113062,0.007252904,11.40123644,0.116734758,0.00264989
6.088383294,0.001303107,8.96E-08,7.00E-09,6.59E-07,7.39E-06,0.00657751,0.004082772,0.084954073,0.122,1.22E-06,0.001452139,0.001574029,0.001173833,0.004082768,7.725160136,0.120296705,0.000130493
6.595657616,0.007498634,1.02E-07,2.26E-09,2.35E-07,3.34E-05,0.008175359,0.009787134,0.0760868,0.122,1.22E-06,1.09E-05,0.003354244,0.004121939,0.009787134,11.4569327,0.115269063,0.003377916
7.112177602,0.004380561,1.89E-07,1.53E-09,9.05E-07,2.97E-05,0.008870715,0.008317432,0.054662386,0.122,1.22E-06,1.34E-05,0.002440426,0.001923916,0.008317431,10.37231213,0.117102931,0.002457865
7.713676557,0.001046393,5.76E-08,4.02E-09,4.20E-07,3.81E-05,0.004489393,0.002612392,0.048925274,0.122,1.22E-06,0.000606524,0.00092427,0.000690511,0.002612393,8.284380542,0.120719852,0.000357103
6.499971348,0.00804498,1.47E-07,2.21E-09,7.26E-07,3.82E-05,0.003645506,0.004295001,0.095179417,0.122,1.22E-06,1.15E-05,0.002759612,0.005258636,0.004295001,11.84844069,0.116454046,0.002787565
7.318226323,0.008141695,1.51E-07,9.73E-09,3.46E-07,1.53E-05,0.009592266,0.004178162,0.085610456,0.122,1.22E-06,1.15E-05,0.00277174,0.005366193,0.004178162,11.86117174,0.116452768,0.002776722
7.021051583,0.005061062,1.43E-07,8.44E-09,6.22E-07,5.00E-05,0.006349539,0.001016799,0.098984499,0.122,1.22E-06,1.26E-05,0.001780582,0.003243123,0.001016799,11.78477623,0.118401486,0.00181916
6.100677651,0.001824298,9.58E-08,9.84E-09,4.56E-07,9.54E-05,0.000945697,0.00906067,0.035774579,0.122,1.22E-06,0.004730777,0.004634209,0.001825493,0.009060542,6.913408037,0.117366956,0
6.313487257,0.007114843,2.11E-08,6.64E-09,9.23E-07,4.34E-05,0.00829037,0.00513851,0.062622242,0.122,1.22E-06,1.15E-05,0.002655875,0.004427043,0.00513851,11.73669383,0.116656332,0.00268902
6.274358887,0.007159255,8.79E-08,1.45E-09,8.05E-07,7.98E-05,0.006431534,0.008406369,0.028018462,0.122,1.22E-06,1.11E-05,0.003072538,0.004018027,0.008406369,11.51893623,0.115786235,0.003142449
7.883055487,0.002606193,3.79E-08,9.58E-10,2.97E-07,9.66E-05,0.006335345,0.003993307,0.090513096,0.122,1.22E-06,1.41E-05,0.001334229,0.001189447,0.003993306,10.86511338,0.119249026,0.001417966
7.86536707,0.009516717,1.13E-07,7.73E-09,4.71E-07,5.41E-05,0.008261244,0.003962169,0.05091596,0.122,1.22E-06,1.14E-05,0.00301182,0.006462165,0.003962169,11.945512,0.115933635,0.003055773
7.335066201,0.008754695,5.15E-08,4.65E-09,2.40E-07,6.42E-05,0.001453037,0.007210814,0.058534818,0.122,1.22E-06,1.11E-05,0.003231281,0.005470335,0.007210814,11.76347666,0.115484363,0.003285581
6.991943047,0.006530059,1.56E-08,2.24E-09,7.14E-07,8.81E-05,0.008157003,0.005305175,0.086988492,0.122,1.22E-06,1.16E-05,0.002537274,0.003916217,0.005305175,11.66653812,0.116848886,0.002615062
6.83973311,0.008837961,1.52E-07,8.41E-09,9.20E-07,6.28E-05,0.003093503,0.007517439,0.048905081,0.122,1.22E-06,1.11E-05,0.003286364,0.005499874,0.007517439,11.75498603,0.115375558,0.003339307
7.124531201,0.007196433,1.65E-07,7.53E-09,8.34E-07,2.06E-05,0.00161754,0.001795996,0.06534069,0.122,1.22E-06,1.19E-05,0.002344004,0.004843754,0.001795996,11.90013109,0.117303325,0.002353899
7.25679904,0.009467349,9.54E-08,2.29E-09,3.82E-07,2.64E-05,0.002359795,0.00998727,0.005375183,0.122,1.22E-06,1.08E-05,0.003747094,0.005704593,0.00998727,11.68185032,0.114490152,0.003763977
6.450533657,0.005289836,8.89E-08,9.67E-09,8.73E-07,1.47E-05,0.000649655,0.006471713,0.03980264,0.122,1.22E-06,1.16E-05,0.002408633,0.002878191,0.006471713,11.40093847,0.117179731,0.002412866
6.206961967,0.006595643,8.14E-08,3.74E-09,3.49E-07,2.91E-06,0.007297372,0.008017454,0.013331191,0.122,1.22E-06,1.12E-05,0.002915892,0.003688057,0.008017454,11.47920871,0.116176526,0.002908807
6.257025594,0.003310252,4.21E-08,2.28E-09,4.81E-07,4.68E-05,0.005413845,0.005287836,0.077340267,0.122,1.22E-06,1.30E-05,0.001719141,0.001557328,0.005287836,10.92122794,0.118527936,0.001754145
7.559802423,0.003687369,1.95E-07,7.38E-09,2.01E-07,6.60E-05,0.008993378,0.008336467,0.00059955,0.122,1.22E-06,0.001064939,0.002686995,0.001999346,0.008336471,7.683058182,0.11762499,0.001689244
7.159280718,0.005571538,7.31E-08,1.93E-09,6.48E-07,2.71E-05,0.008220813,0.001895921,0.01650279,0.122,1.22E-06,1.23E-05,0.0019843,0.003572397,0.001895921,11.78182833,0.118016561,0.002000361
6.395342518,0.005204974,9.18E-08,8.03E-09,5.68E-07,2.53E-05,0.009660474,0.007025595,0.012960517,0.122,1.22E-06,1.16E-05,0.002458695,0.002732566,0.007025595,11.30999422,0.117068905,0.002473629
7.415110381,0.004721469,8.50E-08,1.23E-09,6.31E-07,9.67E-05,0.001462221,0.001698632,0.036501373,0.122,1.22E-06,1.26E-05,0.001739704,0.002897679,0.001698632,11.70966453,0.118436507,0.001825011
7.462811733,0.005964797,1.21E-07,6.96E-10,7.42E-07,1.12E-05,0.000920017,0.001033932,0.059278889,0.122,1.22E-06,1.23E-05,0.00200694,0.003958953,0.001033932,11.85476051,0.117987217,0.002007064
6.67238919,0.003914042,4.37E-08,2.42E-09,4.66E-07,8.68E-05,0.004659861,0.003097126,0.018377103,0.122,1.22E-06,1.27E-05,0.001651212,0.002188744,0.003097126,11.49361734,0.118623492,0.001726519
6.002404768,0.005123775,9.73E-08,5.29E-09,3.92E-07,5.66E-05,0.003728753,0.007195411,0.022649338,0.122,1.22E-06,1.16E-05,0.002454567,0.002624228,0.00719541,11.25509822,0.117045891,0.002500767
7.046483198,0.009854161,7.33E-08,7.92E-09,3.76E-07,7.68E-05,0.006227271,0.004682822,0.099702086,0.122,1.22E-06,1.13E-05,0.00314567,0.006643028,0.004682822,11.93668686,0.115643205,0.003212353
7.669053877,0.009723939,1.20E-07,8.57E-09,6.21E-07,8.88E-05,0.005648673,0.009018854,0.091719321,0.122,1.22E-06,1.09E-05,0.003643721,0.006002341,0.009018854,11.74916227,0.114634689,0.003722819
7.027692342,0.004962513,3.75E-08,5.22E-09,8.05E-07,7.89E-06,0.004353208,0.008861273,0.09561325,0.122,1.22E-06,1.19E-05,0.002674022,0.002292457,0.008861273,10.79428099,0.116655927,0.002671276
6.2759413,0.007348459,1.74E-08,3.24E-09,5.02E-07,9.78E-05,0.001565468,0.002668677,0.081523607,0.122,1.22E-06,1.18E-05,0.002439688,0.004822796,0.002668677,11.86878336,0.117034652,0.002526884
6.522064965,0.001830474,1.45E-07,9.05E-09,9.08E-07,4.58E-05,0.002922606,0.006076994,0.054407744,0.122,1.22E-06,0.002349671,0.002370417,0.001763933,0.00607698,7.396397067,0.11956305,6.78E-05
6.22031632,0.003892,9.71E-08,5.97E-09,9.94E-07,5.43E-05,0.006279464,0.003117025,0.026259345,0.122,1.22E-06,1.27E-05,0.001656046,0.002194366,0.003117025,11.49340783,0.118646326,0.001698855
6.548706646,0.007922014,4.59E-08,2.99E-09,3.46E-07,6.01E-05,0.000586277,0.003203162,0.063243192,0.122,1.22E-06,1.16E-05,0.002619335,0.005254277,0.003203162,11.88479888,0.116712931,0.002668957
7.997746539,0.007645226,4.05E-08,5.78E-09,7.19E-07,5.07E-05,0.000327133,0.0095777,0.060637499,0.122,1.22E-06,1.09E-05,0.003347208,0.00425827,0.0095777,11.4955465,0.115265842,0.003388176
7.936620248,0.008163071,1.83E-07,6.31E-09,8.79E-07,7.57E-05,0.001381881,0.005924009,0.059136597,0.122,1.22E-06,1.13E-05,0.002956706,0.005141983,0.005924008,11.77957693,0.116022214,0.003022308
7.764647464,0.002809116,9.26E-08,6.35E-09,5.66E-07,1.08E-05,0.000633577,0.008781493,0.056864948,0.122,1.22E-06,0.002897777,0.003268891,0.00242721,0.008781448,7.217611311,0.118349205,0.000383114
7.435239102,0.009339001,7.21E-08,4.99E-09,8.43E-07,5.68E-05,0.000489299,0.005757421,0.005729166,0.122,1.22E-06,1.12E-05,0.003170141,0.006123326,0.005757421,11.86880554,0.115614189,0.003216896
6.447960011,0.001126865,8.74E-08,9.38E-09,2.43E-07,8.48E-05,0.007526491,0.006042659,0.089246406,0.122,1.22E-06,0.003505713,0.003419704,0.001128077,0.006042618,7.104102659,0.118581502,0
7.309973841,0.004658634,2.57E-08,8.26E-09,4.66E-07,6.31E-05,0.008535812,0.002735078,0.041731799,0.122,1.22E-06,1.24E-05,0.001824367,0.002783635,0.002735078,11.63560357,0.118300643,0.001876219
7.463016073,0.004569613,1.65E-07,6.81E-09,9.59E-07,6.71E-05,0.008166976,0.008917836,0.060053399,0.122,1.22E-06,1.98E-05,0.00257665,0.001945707,0.008917832,9.759743868,0.116799451,0.002625125
6.678179745,0.007046411,8.69E-08,8.49E-09,3.15E-07,9.31E-06,0.002953275,0.001082277,0.057239632,0.122,1.22E-06,1.21E-05,0.002252643,0.004796538,0.001082277,11.92017124,0.117497493,0.002251094
7.987122177,0.001672248,6.47E-08,4.37E-09,2.30E-07,3.62E-06,0.002136992,0.006051557,0.086409532,0.122,1.22E-06,0.002522415,0.002517578,0.001673463,0.006051536,7.344964181,0.119483637,0
6.776989944,0.004031551,6.01E-08,4.74E-09,2.64E-07,9.72E-05,0.001603902,0.001315222,0.093507312,0.122,1.22E-06,1.30E-05,0.001525433,0.002422007,0.001315222,11.66102969,0.118865027,0.001610765
6.711341779,0.005321725,1.06E-07,8.44E-09,6.57E-07,5.28E-06,0.006683771,0.002091608,0.088545064,0.122,1.22E-06,1.23E-05,0.001946688,0.003382073,0.002091608,11.75155916,0.118113668,0.001940873
7.174314801,0.002011227,3.46E-08,5.60E-09,9.09E-07,5.98E-06,0.004331298,0.008112494,0.096916649,0.122,1.22E-06,0.003627893,0.003620702,0.00201243,0.008112424,7.090320458,0.118380493,0
7.362450592,0.007049404,9.07E-08,7.09E-09,7.73E-07,3.88E-05,0.000898107,0.007603757,0.039810684,0.122,1.22E-06,1.12E-05,0.002947144,0.004074674,0.007603756,11.57298735,0.116078133,0.00297595
7.778659303,0.002180124,1.42E-07,6.04E-09,5.75E-07,4.66E-05,0.000376072,0.006473099,0.00377646,0.122,1.22E-06,0.002081039,0.00241637,0.001798172,0.006473088,7.4394325,0.119201684,0.000383169
7.725633004,0.002870343,7.89E-08,9.40E-09,8.92E-07,2.79E-05,0.005018166,0.004617969,0.049691118,0.122,1.22E-06,1.36E-05,0.001510491,0.001345536,0.004617969,10.86990707,0.118964712,0.001526027
7.094692331,0.00701184,1.56E-07,7.44E-09,4.26E-07,7.16E-05,0.008261775,0.007814829,0.012393183,0.122,1.22E-06,1.12E-05,0.002961109,0.003990288,0.007814829,11.54748871,0.116017346,0.003022773
6.854160657,0.009466732,6.04E-08,5.48E-09,4.91E-07,9.29E-05,0.006712446,0.009259112,0.060883594,0.122,1.22E-06,1.09E-05,0.003630658,0.005754017,0.009259111,11.71536581,0.114656632,0.003713936
6.013585223,0.002658398,2.89E-08,6.68E-09,6.99E-07,8.26E-06,0.008427893,0.002253786,0.023734355,0.122,1.22E-06,1.39E-05,0.001221984,0.00144201,0.002253786,11.34696587,0.119561635,0.001217609
6.363443226,0.007082503,1.87E-07,9.98E-09,8.14E-07,8.67E-05,0.003865588,0.007530817,0.041958792,0.122,1.22E-06,1.12E-05,0.002934246,0.004072776,0.007530817,11.57656506,0.116056038,0.003010947
7.452681205,0.005046782,5.73E-08,5.64E-09,2.16E-07,8.08E-05,0.009394137,0.004629358,0.094634124,0.122,1.22E-06,1.20E-05,0.002111897,0.002866117,0.004629358,11.53232401,0.117707444,0.002181886
6.429121754,0.009297126,3.56E-08,5.07E-09,3.67E-07,3.07E-05,0.004058948,0.007886552,0.042838344,0.122,1.22E-06,1.10E-05,0.003425736,0.005851671,0.007886552,11.77523564,0.115128815,0.003446675
6.91369585,0.007415758,5.04E-08,8.98E-09,8.69E-07,7.05E-05,0.006147945,0.007460809,0.005028464,0.122,1.22E-06,1.12E-05,0.002997324,0.00435911,0.007460809,11.62316461,0.115946037,0.003057868
7.300934456,0.0077743,6.74E-08,8.45E-09,4.14E-07,5.48E-05,0.004089862,0.007431055,0.025118125,0.122,1.22E-06,1.12E-05,0.003069338,0.00466129,0.007431055,11.6649604,0.115817661,0.00311423
7.693230818,0.006603667,1.88E-07,9.61E-09,5.12E-07,4.20E-05,0.009565792,0.002124736,0.097002037,0.122,1.22E-06,1.20E-05,0.002239158,0.004334545,0.002124736,11.84695079,0.11749173,0.002270342
7.818160043,0.007109382,1.28E-07,5.30E-09,9.31E-07,2.11E-05,0.002916515,0.008217438,0.098498533,0.122,1.22E-06,1.11E-05,0.00304765,0.004051785,0.008217438,11.53562721,0.115894758,0.003058817
7.767291475,0.007164387,1.67E-07,9.13E-09,9.19E-07,2.23E-05,0.008156867,0.006655062,0.034742459,0.122,1.22E-06,1.13E-05,0.002851329,0.004302091,0.006655062,11.65385402,0.116286385,0.002863517
6.906940474,0.009832197,1.51E-07,9.54E-09,2.99E-07,8.20E-05,0.002470502,0.006926001,0.037033943,0.122,1.22E-06,1.11E-05,0.003394213,0.006367008,0.006926001,11.85072058,0.115140607,0.00346641
6.857659226,0.009524019,3.69E-08,8.67E-09,5.32E-07,8.41E-05,0.008908265,0.004112453,0.045547932,0.122,1.22E-06,1.14E-05,0.003022795,0.006428489,0.004112453,11.93911936,0.115881683,0.00309675
6.027247275,0.00498249,1.78E-07,7.68E-09,3.48E-07,6.78E-05,0.000318056,0.006375198,0.060528499,0.122,1.22E-06,1.18E-05,0.002307632,0.002618799,0.006375198,11.33362063,0.117328684,0.002364912
7.590056152,0.007428679,1.30E-07,1.83E-09,4.70E-07,5.44E-05,0.003548007,0.008459694,0.015305894,0.122,1.22E-06,1.11E-05,0.003139922,0.004245449,0.008459694,11.55507599,0.11567685,0.00318445
6.97702658,0.003028377,1.66E-08,1.58E-09,9.19E-07,1.62E-06,0.000220169,0.003147199,0.045829046,0.122,1.22E-06,1.33E-05,0.001419782,0.001620238,0.003147199,11.31235383,0.119172081,0.00140936
6.946595837,0.002211422,7.41E-08,2.94E-09,3.01E-07,5.38E-05,0.009545954,0.001395497,0.008028685,0.122,1.22E-06,1.48E-05,0.000992691,0.001179717,0.001395497,11.34596567,0.119975607,0.001032925
6.003889687,0.009687268,2.84E-08,6.98E-09,5.69E-07,3.74E-05,0.00568077,0.007883234,0.078964637,0.122,1.22E-06,1.10E-05,0.003495318,0.006165573,0.007883234,11.80332019,0.114982994,0.003522915
6.48854641,0.007274991,1.13E-07,5.59E-10,3.41E-07,4.17E-05,0.007387038,0.004515082,0.073508533,0.122,1.22E-06,1.16E-05,0.00262184,0.004622966,0.004515082,11.78268158,0.116726136,0.002653245
6.974546551,0.007139872,1.09E-07,2.47E-09,2.46E-07,6.29E-05,0.004370046,0.00106071,0.021281508,0.122,1.22E-06,1.21E-05,0.002259421,0.004829591,0.00106071,11.92326009,0.1174303,0.002311501
6.462196444,0.008527983,1.79E-07,9.47E-09,5.92E-07,4.94E-06,0.008801306,0.009031177,0.096907498,0.122,1.22E-06,1.09E-05,0.003443277,0.005090699,0.009031177,11.64859619,0.115119448,0.003438505
6.80622896,0.002998007,7.14E-08,3.21E-10,6.58E-07,2.76E-05,0.005431821,0.004092797,0.064500001,0.122,1.22E-06,1.32E-05,0.001495189,0.001488423,0.004092796,11.10983447,0.118995227,0.001510804
7.453507512,0.002506011,1.13E-07,5.48E-09,5.42E-07,1.63E-05,0.007460433,0.004387016,0.073080042,0.122,1.22E-06,1.48E-05,0.001368536,0.001135975,0.004387016,10.6248627,0.119261433,0.001371257
6.48226521,0.006090525,1.28E-07,9.33E-09,4.31E-07,4.20E-06,0.003111046,0.002737787,0.004090911,0.122,1.22E-06,1.20E-05,0.002188141,0.003910195,0.002737787,11.781836,0.117631539,0.00218155
6.878661544,0.001547463,2.54E-08,2.16E-09,4.14E-07,5.83E-05,0.000905168,0.007535727,0.056435397,0.122,1.22E-06,0.003963511,0.003904013,0.001548669,0.007535653,7.025164174,0.118097172,0
7.302701343,0.002937918,1.76E-07,4.80E-09,5.10E-07,2.98E-06,0.003379617,0.006720028,0.035459625,0.122,1.22E-06,0.000840502,0.002163458,0.001611989,0.006720026,7.851964345,0.118510617,0.001327149
7.245400482,0.002041379,4.62E-08,3.54E-09,4.05E-07,8.38E-05,0.008934271,0.002252434,0.093519327,0.122,1.22E-06,1.51E-05,0.000985184,0.000987501,0.002252434,11.10146192,0.119960942,0.001055098
6.362488666,0.002503147,1.76E-07,8.79E-09,6.84E-07,4.06E-05,0.006575287,0.003749184,0.050602797,0.122,1.22E-06,1.41E-05,0.001293881,0.001182731,0.003749184,10.92728309,0.11938571,0.001321637
7.843715703,0.007086438,9.01E-08,1.67E-09,4.05E-07,5.67E-05,0.004445168,0.004406203,0.084230827,0.122,1.22E-06,1.16E-05,0.002566549,0.004474778,0.004406203,11.77199258,0.116821793,0.00261288
7.606488584,0.004658692,9.54E-08,8.13E-09,5.80E-07,9.55E-06,0.005271882,0.007732215,0.031575808,0.122,1.22E-06,1.18E-05,0.002427292,0.002233698,0.007732215,10.98192732,0.117147722,0.002426215
7.826753168,0.007186284,4.48E-08,8.85E-09,2.07E-07,7.33E-05,0.002310803,0.004865654,0.062974806,0.122,1.22E-06,1.15E-05,0.002634344,0.004490144,0.004865654,11.75492891,0.116669525,0.00269736
6.376643082,0.001744197,9.37E-08,2.72E-09,2.20E-07,8.55E-05,0.001698889,0.001472435,0.098123152,0.122,1.22E-06,1.61E-05,0.000819495,0.000855312,0.001472435,11.16053986,0.120291623,0.000890105
7.79388787,0.005903614,1.04E-07,7.21E-09,5.35E-07,3.11E-05,0.00666356,0.003196333,0.093364743,0.122,1.22E-06,1.20E-05,0.002182624,0.003701853,0.003196333,11.73855908,0.117615622,0.002202981
6.166884702,0.001700592,1.08E-07,6.29E-09,7.92E-07,7.91E-05,0.008725772,0.003895916,0.097348573,0.122,1.22E-06,0.000658076,0.001305158,0.00097445,0.003895921,8.126628129,0.119968707,0.000727364
7.706551661,0.009020153,1.68E-07,7.04E-09,7.79E-07,3.14E-05,0.008467978,0.007817865,0.09250844,0.122,1.22E-06,1.10E-05,0.003365328,0.005634417,0.007817865,11.75707586,0.115248943,0.003386957
6.189675602,0.002394145,1.63E-07,6.41E-09,3.08E-07,6.08E-05,0.007966166,0.005413478,0.071710419,0.122,1.22E-06,0.000744943,0.001763216,0.001315071,0.005413482,7.970775707,0.119157717,0.001080296
7.047018405,0.002039262,8.10E-08,3.34E-09,9.73E-07,4.86E-05,0.001590988,0.009765375,0.086056384,0.122,1.22E-06,0.004861549,0.004811738,0.00204045,0.00976522,6.8957882,0.11718941,0
6.90299945,0.004344297,1.32E-07,5.57E-09,8.77E-07,7.40E-05,0.004356307,0.001386189,0.004218954,0.122,1.22E-06,1.28E-05,0.001621347,0.002661782,0.001386189,11.69335846,0.118696144,0.001683736
7.62512439,0.004712637,1.51E-07,5.28E-09,2.35E-07,1.90E-05,0.002404695,0.008874844,0.046080613,0.122,1.22E-06,1.27E-05,0.002613737,0.0020926,0.008874844,10.4871143,0.116766232,0.002621257
7.737935914,0.006059582,8.77E-08,4.20E-09,6.92E-07,6.58E-05,0.009757322,0.003718615,0.027462148,0.122,1.22E-06,1.19E-05,0.002263091,0.003742545,0.003718615,11.71946783,0.117419876,0.002318258
7.666469496,0.002536011,1.17E-07,2.81E-09,4.13E-07,6.48E-05,0.006283947,0.002287876,0.006877752,0.122,1.22E-06,1.41E-05,0.001166148,0.001319194,0.002287876,11.29106945,0.119617037,0.001218038
7.009431212,0.008842035,1.95E-07,2.38E-09,9.76E-07,6.43E-05,0.009511232,0.001768465,0.021986999,0.122,1.22E-06,1.17E-05,0.002670909,0.00611851,0.001768465,11.98566657,0.116605569,0.002724745
7.532628909,0.009749844,1.55E-07,3.52E-09,8.50E-07,5.45E-05,0.008033358,0.004944754,0.029283828,0.122,1.22E-06,1.13E-05,0.003158196,0.006548436,0.004944754,11.92312138,0.115640399,0.003202629
7.809456475,0.001213104,8.69E-08,1.31E-09,6.89E-07,5.48E-05,0.007818854,0.005302147,0.058296561,0.122,1.22E-06,0.00274092,0.002684934,0.00121432,0.005302128,7.279281009,0.119316278,0
6.347977745,0.002299501,1.54E-07,2.76E-09,8.80E-07,5.49E-05,0.000783039,0.008586613,0.025955176,0.122,1.22E-06,0.003632805,0.003576689,0.002300704,0.008586548,7.098910272,0.118424507,0
7.805991621,0.001279742,1.17E-07,9.41E-09,5.01E-07,2.58E-07,0.006982442,0.001159892,0.005262948,0.122,1.22E-06,1.79E-05,0.000653495,0.000643886,0.001159892,11.05531742,0.120710658,0.000637077
